tweet,sarcasm,sentiment,dialect
نعم بين قيادات جبهة الإنقاذ من لايصلح لإدارة جريدة ولكن ماذا عن إخوانك أليس فيهم من لايصلح إلا لإدارة بقالة أين نقدك لهم,TRUE,NEG,msa
"""RT @alhurrafreehour: المحللة السياسية الروسية إيلينا سوبونينا: خطاب #أردوغان غريب ويعكس طبيعته الأوتوقراطية https://t.co/ixqd6nVvSw""",FALSE,NEU,msa
"""RT @PhilosopherSaud: - الممثل روبيرت دي نيرو ، يهاجم المرشح ""دونالد ترامب"" ويصفه بالكلب والخنزير ، ويدعو إلى التصويت ضده !! https://t.co/…""",TRUE,NEG,egypt
يا مرسي يا خاين يا عميل، عيالك الأمريكان قتلوه,TRUE,NEG,egypt
"""كيتي بيري و بيونسيه من اغنيه وحده بس دخلو مليون تقريبا 😐""",FALSE,NEU,egypt
"""عندي وحده تشبه هاري بوتر يا انها كيوتيه😨!😭💗""",FALSE,POS,egypt
"""RT @AbdullahGhali: ﴿ أنَت تَلگ ألنبَضه التَي تشّعرنيْ /بالسَعادة  💜 #غرام #شوق #اشتياق #غزل #شعر #احساس #بوح #رمضان #سيلفي #الصدمة #العرا…""",FALSE,POS,msa
"""الزعيم علي عبدالله صالح يرأس اجتماعاً استثنائياً للجنة العامة للمؤتمر وأحزاب التحالف 16 -  .zyt https://t.co/9PRFdw8K1V #عادل_امام""",FALSE,NEU,msa
اعلام العار تفرغ قبل غانا ومصر لشحن الناس للاحتفال ربنا افسد احتفالاتهم لم يحزنوا لخسارة مصر حزنوا لان فرصة نفاق كبيرة راحت عليهم,FALSE,NEG,egypt
"""الجيش اللبناني ينفذ مداهمات واسعة لمخيمات النازحين السوريينhttps://t.co/k1wJDlYLUJ""",FALSE,NEU,msa
هذا الارجنتين الي وصل ثلاث نهائيات ورا بعض ميسي ساتر عليهم,FALSE,POS,gulf
"""@saifalkenana بريطانيا السعودية واخد بالك أنت😁😁😁""",TRUE,NEG,egypt
"""نجران: إطلاق صلية صواريخ على تجمعات لـ #الجيش_السعودي وآلياته في موقع الهرم محققة إصابات مباشرة #لبنان_الآن""",FALSE,NEU,msa
والله الزمالك اشرفله يطلع بامبو هديه لاي نادي ولا انه يتعامل مع سموحة فرج عامر ال كان من ضمن شلة الغردقة ال تأمرت على الزمالك,FALSE,NEG,msa
حميل ويندوز 7 و 8.1 و 10 النسخة الاصلية و النهائية من مايكروسوفت بشكل قانوني وبروابط مباشرة... https://t.co/XitnRRBQpF,FALSE,POS,msa
"""#السينما_مطلبنا#uber #أوبر #الرياض #السعودية #تخفيض #خصم #رمزكود خصم مشاوير أوبر7xcdn3rwue""",FALSE,NEU,msa
"""هذا مايشبه غوتي لاعب ريال مدريد سابقاً14#السعوديه_الامارات #ريال مدريد https://t.co/mBf7P6LPfu""",FALSE,NEU,gulf
"""قرار دولي جديد لصالح الشعب و المقاومة الايرانية https://t.co/oMyzeVh4A2 #القدس #حلب #uae""",FALSE,NEU,msa
سر بنا يامحمد وعزك يدومومعك حنا من مسار إلى مسار🇸🇦🤍 #محمد_بن_سلمان https://t.co/JXLZcP08OJ,FALSE,POS,msa
"""ميشال عون... رجل لن يكرره الزمن #جهزوا_سواعدكم""",FALSE,NEU,msa
"""تحطم سوخوي روسية عند هبوطها على ""حاملة"" حاملة الطائرات في المتوسط قرب سوريا اللهم حطم كل طائرات الجيش الروسي ودمرجن… https://t.co/9WjTY3ebzA""",FALSE,NEG,msa
أخبرتُكَ بأنكَ تَعني لي الحَياة وعَلمتَني كَيف لي أن أعيشَ بِلا حَياة ..!-,FALSE,POS,msa
"""#الجيش_السوري يحول السكن الشبابي شرق #حلب إلى دار لعجزة المسلحين😀 https://t.co/EnKkOt3tBg""",FALSE,NEU,msa
"""@alqashi_amer @asdnofal1987 @Ahmad_Etan ماشي يا سيسي""",FALSE,NEU,egypt
"""وصولنا الآن #ملكة_المسرح #ميريام_فارس الى #دبي ومتوجهين فورا الى الحفل على نافورة دبي مول لإحياء… https://t.co/dvIlHY4ewu""",FALSE,NEU,msa
الضيوف على القنوات التونسية الرسمية انفك لسانهم فجأة نفسي أصدق أنها مش عملية تنفيس محترفة # #,TRUE,NEU,magreb
"""RT @samansabz10: #إيران:التربويون يحتجون في #اليوم_العالمي_للمعلم على وضعهم المعيشي البائس.#الاحتجاجات https://t.co/Kd0l9i1ivs  https://t.c…""",FALSE,NEG,msa
"""و قفلت فيسبوك فترة كبيرة ساعتها، فالحمدلله يعني بجد منظري كان ابن وسخه وما زال بردو""",TRUE,NEG,egypt
"""@salebmetnak3 معندكش فيسبوك ماسنجر عشان السكايب مبيفتحش علي الباقة""",FALSE,NEU,egypt
3 عجز الحكومة المصرية المتواصل عن التعامل بفاعلية مع الأزمة وإخفاقها في إدارة ملف المفاوضات مع الصندوق بشفافية,FALSE,NEU,msa
"""#MannequinChallengeبرافو برافو برافو :D https://t.co/qWl9a7D9gr""",FALSE,POS,egypt
"""@Khomene1 ذكروني بغاندالف في سلسلة افلام هاري بوتر هولاء الدلوخ😂😂""",TRUE,NEU,msa
"""ارمــــلة سورية  ترغب بــــــــزواج مسيـــــــــاااار  https://t.co/CV7Cpd4rBL""",FALSE,NEU,egypt
"""RT @HamidHadeed: أردوغان استخدم الفيس تايم وليس السكايب.. ثم لماذا لست ندا له؟؟؟ هذا اعتراف منك باستعلائه وإهانته لك، خير لك لو تحذفها كما…""",FALSE,NEG,msa
"""على #الاتحاد_الاوربي و #الناتو أن يعزل #اردوغان سياسيا ويبعد #تركيا منهم فقد انقلب على الديمقراطيه وأصبح دكتاتور وس… https://t.co/wWQlzgdBNz""",FALSE,NEG,msa
"""كامل الوزير لـ «#عمرو_أديب»: ""الرئيس أمر بإنهاء إنشاءات محطة #أسوان""التفاصيل على رابط https://t.co/C7rr3k2P5J https://t.co/zw6xqoUQoh""",FALSE,NEU,msa
"""لازلت في محاربة جستن بيبر واي اغنيه تعجبني اشوف سومو اذا منزلها بصوته💓""",FALSE,POS,gulf
"بعض خريجي #الأزهر ""يخرفون"" في خطبة الجمعة #أخبار #مصر",TRUE,NEG,msa
"""الأصول الفكرية للمناهج السلفيةعند شيخ الإسلام ابن تيميةخالد عبدالرحمن العك.#معرض_الكويت_الدولي_للكتاب.السعر (… https://t.co/FQT158Btxx""",FALSE,NEU,msa
"""كلمة موفقة لأمير #قطر السابق في تأبين #فيدل #كاسترو #TributoaFidel  https://t.co/5OjmVdVjNH""",FALSE,POS,msa
"""#محلي إندلاع حريق هائل في منطقة اللطرون شمال مدينة #القدس وبالقرب من الطريق رقم1 الواصل بين القدس ومدينة #يافا المحتلة.#شباب_نيوز""",FALSE,NEU,msa
"""#اليمنية| #بسمة وطن يفوز على #النسور بسداسية بدوري “نفدي ترابك يا #تعز”https://t.co/1TnqM2BEnS#التحالف_العربي_سند_اليمن""",FALSE,NEU,msa
سنسمو على خلافاتنا السياسية والحزبية وسنعلى فقط المصلحة الوطنية ستنتصر ثورتنا وستكون مصر قوية بإذن الله,FALSE,POS,msa
"""لماذا شعب سوريا لا يتحملون ويجمعون أموال للشعبهم سوريا بدل مكوده ودعاراتهم الم يكونو مثل شعبهم طزززز بسوريا https://t.co/wIumHBp6Nd""",FALSE,NEG,gulf
"""المادة العاشرة فى الدستور المصري ان الأهلى يتحسبله ضربات جزاء ظلم .. احنا لازم نحترم الدستور برضوه 😂😂 #عمرو_اديب""",TRUE,NEU,egypt
سلاماعلى شهداء الانتصارالعربى ، وتحية الى قواتنا المسلحة التى عبرت بمصر من الهزيمة الى النصر (إن ينصركم الله فلا غالب لكم),FALSE,POS,msa
"""@saaam10006 كلمات أقوى من الرصاص قالها هذا الطفل السوري البطل ليقدم درسا للشعب العربي المتخاذل والحكام الخونة#حلب_تباد_بصمت_عربي#ستبقي_حلب""",FALSE,NEG,msa
"""RT @shojaa_aldosary: @1MOGATغسالة السجاد ماركة بيسيل في اكسترا وغيرها ١٩٩٩ تم طلبها من امازون بسعر94+75 سعر الشحن =٦٤٩ الفرق يجلط ١٣٥٠﷼ ht…""",FALSE,NEU,gulf
"""#الناتو سيجتمعون من اجل مراقبة تحركات #تركيا مؤخرا وتقاربها مع #روسيا في حال تتطور سيتم اقصائها مرحليا""",FALSE,NEU,msa
"""يريدون ليطفئوا نور اللهحسبنا الله ونعم الوكيل #القدس https://t.co/trNxfs2S2E""",TRUE,NEG,msa
قانون منع التظاهروالاعتصام المزمع إصداره يحسم اﻷمرأمام كل متردد بأننا نواجه سلطة قمعية ليس لها مشروعية تستهين بحريات وكرامة وحقوق المصريين,FALSE,NEG,msa
"""RT @al_rakkad: مهما كابر البعض .. الارجنتين بحاجه ماسه الى هذا الرجل !من دونه نتائج سيئه جدًا .. الارجنتين من دون ميسي لاشيء .. https://…""",FALSE,NEG,msa
اللاعب ميسي إزا بتعرفوه😂 https://t.co/yBaMfiuYWy,FALSE,NEU,egypt
"""ألبوم المغنية الأنيقة بيونسيه ""لمونيد"" ليس مجرد ألبوم في الجماعاتاكتشفي المزيد https://t.co/g1DDYFDBIt https://t.co/DYrS2WtCG2""",FALSE,NEU,msa
"""عمرو اديب امبارح كان جايب سواق تاكسي بيقطع في #اوبر و #كريم وبيقول انهم مش شغالين قانوني""",FALSE,NEG,egypt
"""سلفي جديد للنجمة الذهبية #نوال_الزغبي @NawalElZoghbi  .. 😍 https://t.co/M5QaKVAN3F""",FALSE,POS,msa
… #فودافون,FALSE,NEU,msa
"""@HamadAlhuqail إعلام مصر يتبع السيسي ياشيخ حمد،قيدومهم سيسي""",TRUE,NEG,egypt
حتى اقرب الناس الي حولي يغارون  ومهووسين فيني صح يحزن ويضايق واحس ليه الخبث بس شنسوي ضريبة الجمال والذكاء  https://t.co/AmxnL3IRj6,FALSE,NEG,msa
"""https://t.co/kbo17CiEgYميريام فارس💕 غافي💕 وتصبحون على خير https://t.co/MZCZQvfm4D""",FALSE,NEU,msa
الإخوان المسلمين تعلن مسؤوليتها عن الهزة الأرضية في اليابان بداية السنة. #IkhwanRumors  ,TRUE,NEU,msa
"""@sawabcenter داعش مجرمين قتلة ولكن النظام السوري من أحد الصناع لهم ويقتل أضعاف مايقتلون ويدمر كل سوريا  مارايكم به""",FALSE,NEG,msa
في كل إعلاناتهم المدفوعة بملايين الدولارات في صحف اميركا واوروبا يركز الكذابون علي ان الاخوان حرقوا ٩٠كنيسه في,FALSE,NEG,msa
الحكومة الحالية غير قادرة على إتخاذ قرارات وهي حكومة مرتعشة,TRUE,NEG,msa
"""@EGYPTAIR من خلال المكتب في ابردين""",FALSE,NEU,msa
#الدمام_الانانتم تشوفونها كذاانا اول ماشوف اسم الدماماتذكر رطوبتها,FALSE,POS,levant
"""يجب توحيد جبهات القتال في سوريا وتوحيد أهدافهم لإحتلال دمشق وقتل بشار اﻷسد وبذلك تتوقف روسيا عن القصف وبعد ذلك عمل لجنه لحل خلافات الجبهات""",FALSE,NEG,msa
نشكرك تكلمتي بلسانا جميعا :),FALSE,POS,egypt
هدول هما الإرهابيين الحقيقيين و العساكر اليهود مساكين عم يدافعوا عن بلدهم !! شو الغلط بالموضوع؟  ,TRUE,NEG,msa
"""الرئيس اليمني السابق علي عبد الله صالح يدعو اليمنيين إلى القتال على الحدود مع السعودية  https://t.co/aWFSluTZIP""",FALSE,NEU,msa
"""قطعان المعرصين هيحتاروا الاثنين من خير تجار الارض وشفيق خبرته كبيره في السرقه والنهب الناعم. #احمد_شفيق""",TRUE,NEG,egypt
"""جريدة الموجز elmogazننشر أسباب إعتراض #روسيا و #الصين على هدنة 7 أيام فى #حلب السوريةالتفاصيل عبر الرابط :... https://t.co/9jLCHfd1oc""",FALSE,NEU,msa
"""قبل أن يسدل #أسبوع_الموضة ستاره، انتقت النجمة #CateBlanchett أنسامبل بغاية الأناقة من #Gucci، ما رأيك بإطلالتها؟https://t.co/KCuiHd2g9d""",FALSE,POS,msa
"""في المجر اليمين شبه مسيطر كليا متبع نفس اسلوب خطاب ترامب الشعبوي و الشعار بتاعه ""المجر أولاً""،حصل انقسام في الحزب بين اليمين واليمين المتطرف""",FALSE,NEG,msa
#هذي_مصر العمود الفقري للوطن العربي,FALSE,POS,msa
"""RT @badwi: هكذا تتم عمليات شحن البضائع في مخازن امازون 😍 https://t.co/lxA71DmCfz""",FALSE,NEU,msa
"""@EmyGARTANI @NawalElZoghbi @MarcelZoghbi @TunisianMedia على قناة التاسعة التونسية، برنامج جديد إنعرض منه حلقتين،الأولى كانت مع رامي عياش""",FALSE,NEU,msa
"""#الرياضة بعد فوز السعودية على الإمارات .. ترتيب المجموعة: حقق المنتخب السعودي فوزاً مهماً على المنتخب الامارا... https://t.co/7dNx9AewKf""",FALSE,NEU,msa
@alaabenk98 سحبي عشان نسوي ماراثون هاري بوتر مع بعض...,TRUE,NEU,gulf
لعل من حكمة الله اعتقال قيادات #الإخوان الان قبل ان تتسع ثورة #مصر ويتصاعد غضبها ليطهر البلد من كل خائنساعتها لن يقال ال…,FALSE,NEG,egypt
"""صحيفة عاجل الإلكترونية/ ""الإيدز"" يهاجم مليون و200 ألف شخص في عام واحد #الإيدز #الأمم_المتحدة - - عبر نبض @NabdApp https://t.co/OFMGnoNE7E""",FALSE,NEG,msa
"""#Christmas By The Lake… كي لا ننسى الطابع الانساني في عجقة العيد...https://t.co/NIEhjBPT0d""",FALSE,POS,msa
"""حلب في كارثة إنسانية حقيقيّة!مركز جنيف الدولي للعدالة يرصد فشل المجتمع الدولي في حماية المدنيين وفي منع وقوع... https://t.co/BXlCQAfPAh""",FALSE,NEG,msa
"""رحيل #كاسترو: انقسام #الصحافة، انقسام الرأي العام بقلم: كرم نعمة https://t.co/jOGsDCiuv1""",FALSE,NEU,msa
"""“كيت بلانشيت” أول من ترتدي “غوتشي” 2017https://t.co/woklXgiCT2""",FALSE,NEU,msa
المسخره الحقيقيه مش #30_يونيو انقلاب ولا ثوره المسخره الحقيقيه انك تنام وانت عندك جيش تصحى من النوم تلاقيه بق وزاره تومين,FALSE,NEG,msa
"- "" مُختلفة كـ قِطعةٍ أثريةٍ نادِرة ""🌿.",FALSE,POS,msa
غير معقول وجود قوات جيش وصاعقة فى المدارس الصور مرعبة للعالم كله وجايين تقولو عايزين سياحة,FALSE,NEG,egypt
"""على فكرة الي كان اعلن وجود اثارTNT فطيارة Egyptair الي طلعت من باريس كان خبراء ففرنسا وايامها مصريين لاموا مصر برده لماطلبت يوقعوا عل الكلام""",FALSE,NEG,egypt
استغفرالله العظيم من كُل ذنب عظيم ..,FALSE,NEU,msa
"اعلام العار قلب الدنيا صراخا على خسارة المنتخب من غانا ولم ينطق على دهس سيارة للطلاب امام جامعة الازهر, شياطين فى صورة مذيعين",TRUE,NEG,msa
"""أخبار رياضية : هذا ما قاله رونالدو عن مشاركة ريال مدريد في كأس العالم للأندية https://t.co/wFsQAJktAR""",FALSE,NEU,msa
"""عاجل |.سبب صادم وراء غياب #عادل_إمام عن حضور جنازة الفنان القدير #محمود_عبد_العزيز https://t.co/aE5HKvOX5A""",FALSE,NEG,egypt
بالنسبه للبنات الى لما بترتبط مابتكلمش ولاد دا محن صح :) بصوت عمر مجدى #كفاية #محن #بقي,TRUE,NEU,egypt
مرسي مش سبب الكارثة ال احنا فيها مبارك ودولته هما السبب في كل ده أهدروا تعليمنا و أمننا وحقوقنا لأجيال طبيعي نوصل لكده,FALSE,NEG,egypt
"""معاناة الفلسطينيين على حواجز #الاحتلال كل صباح.#صور من حاجز #قلنديا. https://t.co/86ytb8JPSl""",FALSE,NEG,msa
"""#لافروف يعلن #فشل_مبادرة_كيري حول #تسوية_الأزمة في #حلب بعد سحب الجانب الأمريكي اقتراحاته بهذا الشأن""",FALSE,NEU,msa
"""ما هي قصة “مايكل ساندفور” الذي حاول اغتيال دونالد ترامب ؟https://t.co/gLeMUqOoSu""",FALSE,NEU,egypt
بالدولم حاطين غوري شكبرا حق الماي الحار...انا اقول لو يستعملون البيلر احسن بعد  ,FALSE,NEU,gulf
الجحش بس هو الي يبقي فاكر ان تأييد #شفيق ثم #عمر_سليمان و رجوعاً لشفيق تاني ثم #السيسي من ابناء #مبارك و فلول البلد صدفة,TRUE,NEG,egypt
على الاخوان انهم يعرفوا ان الشعب بعد شويه هو اللى هيتعامل معهم بالتى هى لو استمروا فى نهجهم الإرهابي و المتطرف,FALSE,NEG,egypt
"""RT @aqab7: اتمنى رجوع الهيئه وأعطاهم كافه الصلاحيات هذا ركن من اركان الاسلام  #تكفي_يابو_فهد_نحتاج_للهييه""",FALSE,NEU,levant
#عاجل_السعودية حادث مروع لـ #كريستيانو_رونالدو .. الصحف العالمية تحسم الجدل https://t.co/NalYDh9NZM,FALSE,NEU,msa
"إحتاج الهلال لتصويت زغبي لإثبات جماهيريته وأحتاج سامي الجابرلتصويت بني هلال لإستمراريته كمدرب ,فعلاً زعيم نصف الأرض :).!  ",FALSE,POS,msa
"""RT @al8nas_ksa: نائب العام لجماعة #الإخوان_المسلمين في #سوريا ..#إيران تريد تسليم سوريا للإخوان كونهم الأقرب لهم . #يا_إخوان #أردوغان h…""",FALSE,NEU,msa
"""انتشر مقطع بأسم #قسيس يرفع الآذان في #كنيسه ب #القدس تحدياً لمنع #الاحتلال للأذان وهذا المقطع غير صحيح ومن رفع الأذ… https://t.co/S2S2t9qMTq""",FALSE,NEU,msa
#بكرا_زي_هالوقت ياكثر اللي تبي تشوفه بسروال وفنيله متكي عند الباب بكاس شاهي ويطقطق على مبزرة الحارة اللي رايحين للمدرسه #سحقاً   ツ,TRUE,NEG,msa
"""@7_OlQd @zxcVBN90 @abnabady @ama4425 حلف عسكري خليجي على غرار الناتو""",FALSE,NEU,msa
"""https://t.co/8XKqSZJf3R مطلوب موظفات سوشل ميديا 0556882503 7q #الصرافات_الاليه #EgyptAir #América""",FALSE,NEU,msa
"""#الغوطة_الشرقية: #الجيش_السوري يتقدم في حوش شلق بالغوطة الشرقية وسط اشتباكات مع أرهابيي  ""جيش الاسلام"".""",FALSE,NEG,levant
ابي اسوي اكل وخايفه يروح علي اداء,FALSE,NEG,msa
الطلب واضح وشفيك سمول كابتشينو يا صديق,FALSE,NEU,gulf
يجنن مره https://t.co/5TaL2BkJ9L,FALSE,POS,msa
كتر السلام يقل المعرفة صحيح... فيما عدا السلام مع الصهاينة كتر السلام بيزود المعرفة والبيزنس !!  ,TRUE,NEG,egypt
"""#الآن|| اجتماع الجمعية البرلمانية للناتو لحضور الأمين العام للحف ينس ستولتنبرغالبث الحي| https://t.co/qPwQEroI1l… https://t.co/5vmJPB08ar""",FALSE,NEU,msa
يا جماعة بلاش حنة ..مش لازم حنة .. الغوا الحنة   حرفيًا اقسم بالله .. #ارتقوا_يامسلمين,TRUE,NEG,msa
للوطن وللديمقراطية ولدولة مدنية هي حق لنا جميعا: 1) عارضت الإعلان الدستوري المكمل منذ اللحظة الأولى وأؤيد قرار رئيس الجمهورية القاضي بإلغائه,FALSE,NEU,msa
"""طعمة ... بتزيّن سفرة العيد#tequenos #christmas #tasty #cheese #sheeserolls #lebanon https://t.co/PmMhOPHvMu""",FALSE,POS,egypt
انتم مع حصنكم حنا معانا حصان 🐎👏🏻,FALSE,NEU,levant
"""RT @LibanCulture: وفعلها سعد رمضان وتحوّل إلى عريسٍ في ضيعته برجا@Saad_Ramadan https://t.co/N2SGUsAJTC https://t.co/kFsDij28fx""",FALSE,POS,egypt
"""بالخريطة:  #الجيش_السوري يحقق نصرا استراتيجيا بالغوطة الغربية و يبسط سيطرته المطلقة على كامل منطقة خان الشيح https://t.co/ULY6MwK6Nx""",FALSE,NEU,msa
"""#الناتو يعلن تدريب مئات #الضباط العراقيين في #الأردن هذا العامhttps://t.co/HH0SiMmce3#العراق#شمال_الأطلسي https://t.co/aDLl6fnRJK""",FALSE,NEU,msa
"""#بان كي مون يتهم #بشار_الأسد بأنه تسبب في مقتل 300 ألف سوريhttps://t.co/wiyXHuMGMt@voiceofemirates https://t.co/bDnBr99hXg""",TRUE,NEU,msa
"""الشيخ معاذ الخطيب “يبق البحصة ” على فيسبوك :شيطنتم الاسلام وخربتم سورية كأدوات لدول اقليمية https://t.co/GKJ3qzrfBo""",FALSE,NEG,msa
حيث إن أصل استخدام الكلمة كان للمجند حديثا في الجيش العثمانلي، ودا كان غالبا فلاح، ودي كانت بتعتبر شتيمة #أصل_كلمة_مصرية #لغةمصري,FALSE,NEU,egypt
#الماجد_للعودصراحه وللأمانه ااشياءهم ما تثبت ريحتها شويه وماكنك حطيت شي حتى معطرات المفارش ،رحت خذت من عندهم ب فوق السبع مية ريال وتندمت .,FALSE,NEG,gulf
"""لانكم كلكم خونه ومتأمرين السعوديه من ساعد السيسي بنقلابه حكام الخليج هم رأس الفتنه العراق ليبيا سورياوتحالفاتهم الق… https://t.co/ppfKpwOrkV""",TRUE,NEG,egypt
RT @Lionel__FCB: مع ميسي توصل ثلاث نهائيات قارية متتالية بدونه لا فرق بينك و بين اندورا صاحب المركز 203 بالتصنيف العالمي,FALSE,NEU,msa
"""تكثير وهدم #محطة_قطارات_اسوان دون الانتهاء قبل الموسم السياحي هي مؤامرة واضحة للعيان لضرب الموسم السياحي الشتوي #اسوان #عمرو_اديب #مصر""",FALSE,NEG,msa
"""أخبار رياضية : فيروس ""الفيفا"" يصب نجما آخر من برشلونة - أكدت صحيفة ""ماركا"" الإسبانية أن... https://t.co/oMTnfj9pkc""",FALSE,NEU,msa
#الاخوان باعونا فالميدان ايام #محمد_محمود و #مجلس_الوزراء واحنا كنا اصحاب مبداء وقضية طيب عاملت ايه دلوقتى وهما,TRUE,NEG,msa
"""أضفت فيديو إلى قائمة تشغيل @YouTube على https://t.co/KpxjM0ZNRD فيلم صابر جوجل كامل جوده""",FALSE,NEU,egypt
@MiDooCR والله اشتقنا وفاض بنا الشوق 😍😢لا زلت عند الوعد الذي قطعته اعتزال مشاهدة التنس لحين عودة روجر فيدرر,FALSE,NEG,gulf
"""https://t.co/znqz1nEjCNمدريديستا يحتفلون بالفوز بالديربي على طريقة #MannequinChallenge""",FALSE,NEU,msa
  :شباب فلسطيني بتويتر يطالبون ترسيخ ثقافة المقاطعة بتوقف السلطة الفلسطينية عن شراء الغاز المسيل للدموع من الاحتلال #غزة,FALSE,NEG,msa
"""RT @AJArabic: شاهد | #أردوغان للعبادي: أنت لست من مستواي ولا من قيمتي.. الزم حدودك! https://t.co/M0cDfZjnio""",TRUE,NEU,msa
"""كل سنة وانت الحب ❤️😘#فيروز""",FALSE,POS,egypt
"""الضباط الفرنسيين الذين يتحدث الجعفري عن تواجدهم في حلب المحاصرة مثل تواجد مصنع أحرار الشام للاسلحه الكيماوي بصفحة فيسبوك مواليه ونقله عنها""",FALSE,NEU,msa
"""دونالد ترامب خااااااارب الدنيا حالا😂😂جايب 4 بنات حالا واحده بتقول بيل كلينتون اغتصبها والتانيه بتقول ههدوها متتكلمش عشان هيلاريبرشاااااام""",TRUE,NEG,egypt
من باقي ما اقنعته يشوف هاري بوتر؟ https://t.co/HHcTOWn5di,FALSE,NEU,msa
"""RT @nagwacnbc: اصبح واضح جدا انه تم ترشيح دونالد ترامب لانتخابات الرياسة الامريكية حتى تربح هيلاريهي ديه الديمقراطية: ما تتعبش الناخب وأعط…""",FALSE,NEG,egypt
"""@samar505099 ..شوفي حال المرأة في بلاد الحضارة والتقدم.⬛ ارتفاع عدد حالات الاغتصاب في بريطانيا ⬛.https://t.co/FnCW1OwNX8""",FALSE,NEG,msa
"""كانت طائرات الناتو تقصف مواقع الشعب المسلح ف المعسكرات والجبهان مع لحظة ارتفاع ادان المغرب ف شهر رمضان لقد كانوايقتلون الرجال ويستهزون تبع""",FALSE,NEG,msa
"""@Muhamed3amr عايزين يلموا اي ابن متناكة يوزرز اللي هو خد انستجرام ستوريز و لو عايز في فيسبوك برضه و حوار اللايف برضه""",TRUE,NEG,egypt
إنجاز الثورة الأعظم أنها فرضت الشعب طرف في معادلة الحياة في مصر بعد ماكان غايب عنها آلاف السنينوإشاعة اليأس سبيلهم لسرقة هذا الإنجاز,TRUE,NEU,egypt
@2213Ali @kayza111 نوفاك بطل العالم!!😳روجر فيدرر اسطوره هاللعبه وكفى✋,FALSE,POS,msa
بالفيديو عاكشة: والله هيفاء وهبى ست مش طرية واللى يتجوزها يبقى خد خازوق #مصر #توفيق_عكاشة,TRUE,NEG,egypt
@n_30s هارا غوتشي مكتوب اسمه,FALSE,NEU,msa
كل فكرهَ ابداعية : يقابلها الناس بثلاثة مراحل   ثم #مقاومة ثم #تقليد آعد قرآتها .,FALSE,POS,msa
القراء الأعزاء اعترافا مني بأننا معشر الصحفيين عالم ولاد تيت (الا من رحم ربي) وأننا احيانا نلجأ لكتابة …,FALSE,NEU,msa
"""هل الناتو صادق فيما يقول https://t.co/iDCAMJz37y #سبوتنيك #فلسطين #القدس""",FALSE,NEU,levant
من اسوء الاشياء انك تصحى وانت متضايق.,FALSE,NEG,egypt
"""د/عزمي بشارة يقدم تحليلا معمقا لظاهرة صعود اليمين المتطرف في أمريكا وأوروبا ،وتأثير ذلك على المسلمين.https://t.co/e5AR6Prpq3@AzmiBishara""",FALSE,NEU,msa
"""RT @dr_zayedalamri: #الانتخابات_الامريكية:عندي هاجس ان اوباما سيستمر رئيسا وان هناك حرب سوف تقوم ضد روسيا ايران كوريا الشمالية وسينتصر الغ…""",FALSE,NEU,msa
"""كلمة تأبينية للرئيس الأمريكي أوباما في وفاة بطل الملاكمة محمد علي . - https://t.co/GD3TSbeqdh https://t.co/m1pnXq36mR""",FALSE,NEU,msa
"""@DeQatar @mohanady يااريت الكل مثل جبهة النصرة الجيش الحر احرار الشام مثل داعش""",FALSE,NEG,msa
مرة واحد حط تحت المخدة قنبلة.. -ليش ؟ منشان يفقعها نومة يلا فقعوني بلوك متل الولاد  ,TRUE,NEU,gulf
"""#البوابة#ريكي_مارتن يعلن خطوبته من فنان #سوريhttps://t.co/gBoPJO7HcK https://t.co/j0jknM3UaX""",FALSE,NEU,msa
"""اكثر شي تخيلناه انا وصديقاتي😂😂😂😂😂 #ماذا_لو_المدارس_مختلطه""",FALSE,NEU,msa
"""RT @AlmightyWesker: #اغبي_سوال_كتبته_بقوقلما أكتب أسئلة غوغل استخدمه غالبا لإيجاد اغاني ما اعرفهاأكتب جملة لقطتها من الاغنية وهو يطلع لي…""",FALSE,NEG,egypt
"""ملاك قلبي تكفين ياعمري تكفين والله ماعمري  ابي ايفون 7""",FALSE,POS,gulf
في بلد الغرائب والعجائب الواحد أول مايتخرج يدور وظيفة مايحصل لأن مو متوفر فيه شرط وجود: ( 6 سنوات خضرة) وبعد ما يتعب ويجيب لهم الخضرة ما يرضون ياخذونها يقولون يبغون :(حديث التخرج) !,FALSE,NEG,msa
هيجبرك ، هيستجيبلك ، هيفرحك ، هيكرمك ، هينجحك ' فقط لأنه الله ' فاستغفرو 🖤✨,FALSE,POS,msa
"""RT @bipolarsaudi: يوجد مجموعة دعم لثنائي القطب على برنامج جوجل هانج أوت اللي حاب ينضم يراسلني على الخاص #ثنائي_القطب #اليوم_العالمي_للصحه…""",FALSE,NEU,msa
"""مش متخيل ان في تيم كامل قعد و عملوا برين ستورم و قرروا في الآخر يطلعوا بحملة عن أصول اللغة و من ضمنهم بوست بيقول ""إسمه فيسبوك مش فيس""""",FALSE,NEG,egypt
"""في عزاء ""الساحر"" #محمود_عبدالعزيز.. توافد عدد كبير من الفنانين على رأسهم ""الزعيم"" #عادل_إمامhttps://t.co/RkSXOk1n7N https://t.co/lzCtsUPah8""",FALSE,NEU,msa
"""#ماذا_لو_المدارس_مختلطه ما بحل واجبات ابدا""",FALSE,NEU,gulf
